Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Javonte Green,32.0,DET,SG,11.0,0.0,12.0,0.8,2.7,0.3,0.6,2.5,0.259,0.2,0.3,0.667,0.417,0.5,0.5,0.833,0.2,1.6,1.8,0.3,0.5,0.5,0.3,1.3,2.7
Aaron Holiday,29.0,HOU,PG,6.0,0.0,11.2,1.0,3.7,0.273,0.7,2.5,0.267,0.3,1.2,0.286,0.364,0.0,0.0,,0.0,0.3,0.3,0.5,0.3,0.2,0.5,1.0,2.7
Nick Smith Jr.,21.0,LAL,SG,6.0,0.0,3.0,1.0,2.3,0.429,0.5,1.2,0.429,0.5,1.2,0.429,0.536,0.2,0.3,0.5,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,2.7
Adem Bona,22.0,PHI,C,10.0,3.0,9.6,0.8,1.6,0.5,0.0,0.0,,0.8,1.6,0.5,0.5,1.0,1.6,0.625,1.1,1.0,2.1,0.1,0.1,0.7,1.1,2.3,2.6
Carter Bryant,20.0,SAS,PF,22.0,0.0,8.5,1.0,2.0,0.5,0.5,1.3,0.414,0.5,0.7,0.667,0.636,0.1,0.3,0.333,0.4,1.3,1.7,0.7,0.1,0.3,0.6,1.8,2.6
Jeremy Sochan,22.0,NYK,PF,8.0,0.0,3.3,0.9,1.1,0.778,0.1,0.3,0.5,0.8,0.9,0.857,0.833,0.6,1.0,0.625,0.1,0.5,0.6,0.3,0.1,0.1,0.1,0.3,2.5
Moritz Wagner,28.0,ORL,C,2.0,0.0,6.5,0.5,2.0,0.25,0.5,0.5,1.0,0.0,1.5,0.0,0.375,1.0,1.0,1.0,0.5,1.0,1.5,0.0,0.0,0.0,0.5,1.5,2.5
Harrison Barnes,33.0,SAS,PF,20.0,0.0,9.2,0.7,2.0,0.333,0.3,1.3,0.231,0.4,0.7,0.538,0.41,0.7,0.9,0.824,0.8,0.5,1.3,0.3,0.1,0.1,0.3,0.4,2.3
Rasheer Fleming,21.0,PHO,PF,4.0,0.0,4.5,0.8,1.3,0.6,0.8,1.3,0.6,0.0,0.0,,0.9,0.0,0.0,,0.3,0.0,0.3,0.0,0.5,0.3,0.3,0.5,2.3
Joe Ingles,38.0,MIN,SF,3.0,0.0,4.7,0.7,1.0,0.667,0.7,1.0,0.667,0.0,0.0,,1.0,0.3,0.7,0.5,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,2.3
Corey Kispert,26.0,ATL,SF,5.0,0.0,10.8,0.8,4.4,0.182,0.2,2.4,0.083,0.6,2.0,0.3,0.205,0.4,0.6,0.667,0.6,1.0,1.6,1.2,0.4,0.0,0.6,1.6,2.2
Dorian Finney-Smith,32.0,HOU,PF,4.0,0.0,12.3,0.5,3.5,0.143,0.5,2.8,0.182,0.0,0.8,0.0,0.214,0.5,0.5,1.0,0.3,1.8,2.0,0.3,0.3,0.3,0.5,1.5,2.0
Jordan Goodwin,27.0,PHO,PG,1.0,1.0,5.0,1.0,4.0,0.25,0.0,3.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Dalton Knecht,24.0,LAL,SF,5.0,0.0,3.6,0.6,1.6,0.375,0.4,1.0,0.4,0.2,0.6,0.333,0.5,0.4,0.4,1.0,0.0,1.2,1.2,0.6,0.0,0.0,0.2,0.0,2.0
Khaman Maluach,19.0,PHO,C,4.0,0.0,11.3,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.8,0.571,0.5,0.0,0.0,,0.5,1.8,2.3,0.0,0.0,0.0,0.8,1.0,2.0
Jae'Sean Tate,30.0,HOU,SF,5.0,0.0,6.0,0.6,2.0,0.3,0.0,0.8,0.0,0.6,1.2,0.5,0.3,0.8,1.2,0.667,1.2,0.8,2.0,0.0,0.2,0.0,0.0,1.6,2.0
Keaton Wallace,26.0,ATL,PG,3.0,0.0,5.0,0.7,2.7,0.25,0.0,1.0,0.0,0.7,1.7,0.4,0.25,0.7,0.7,1.0,0.0,1.0,1.0,1.0,0.3,0.0,0.0,0.3,2.0
Kyle Anderson,32.0,MIN,SF,8.0,0.0,7.6,0.8,2.1,0.353,0.0,0.1,0.0,0.8,2.0,0.375,0.353,0.4,1.0,0.375,0.3,0.6,0.9,1.9,0.3,0.0,0.8,0.8,1.9
Thomas Bryant,28.0,CLE,C,9.0,0.0,4.6,0.7,2.3,0.286,0.2,1.3,0.167,0.4,1.0,0.444,0.333,0.3,0.3,1.0,0.3,0.9,1.2,0.2,0.2,0.1,0.2,0.4,1.9
Jordan McLaughlin,29.0,SAS,PG,10.0,0.0,4.6,0.7,1.1,0.636,0.3,0.5,0.6,0.4,0.6,0.667,0.773,0.2,0.2,1.0,0.2,0.6,0.8,1.0,0.2,0.0,0.2,0.3,1.9
Dalen Terry,23.0,PHI,SG,7.0,0.0,5.6,0.6,1.9,0.308,0.3,0.7,0.4,0.3,1.1,0.25,0.385,0.4,1.0,0.429,0.0,0.6,0.6,1.0,0.7,0.0,0.3,0.4,1.9
Ron Harper Jr.,25.0,BOS,SF,6.0,1.0,4.2,0.7,1.5,0.444,0.5,1.0,0.5,0.2,0.5,0.333,0.611,0.0,0.0,,0.2,0.5,0.7,0.2,0.5,0.0,0.0,0.2,1.8
Matisse Thybulle,28.0,POR,SG,4.0,0.0,13.3,0.5,3.5,0.143,0.3,2.8,0.091,0.3,0.8,0.333,0.179,0.5,0.5,1.0,0.3,1.8,2.0,1.0,0.8,0.8,0.0,0.8,1.8
Jaylen Clark,24.0,MIN,SG,6.0,0.0,9.5,0.5,2.0,0.25,0.3,1.3,0.25,0.2,0.7,0.25,0.333,0.3,0.3,1.0,0.3,0.8,1.2,0.5,0.2,0.2,0.0,1.0,1.7
Mouhamed Gueye,23.0,ATL,PF,6.0,0.0,8.3,0.7,2.3,0.286,0.2,1.7,0.1,0.5,0.7,0.75,0.321,0.2,0.3,0.5,0.8,0.8,1.7,0.7,0.2,0.0,0.2,1.5,1.7
Ariel Hukporti,23.0,NYK,C,10.0,0.0,7.6,0.5,1.1,0.455,0.0,0.1,0.0,0.5,1.0,0.5,0.455,0.7,1.5,0.467,1.4,1.8,3.2,0.3,0.2,0.7,0.5,1.8,1.7
A.J. Lawson,25.0,TOR,SG,7.0,0.0,7.3,0.6,2.3,0.25,0.3,1.1,0.25,0.3,1.1,0.25,0.313,0.3,0.3,1.0,0.0,0.4,0.4,0.6,0.0,0.3,0.3,1.1,1.7
Jordan Walsh,21.0,BOS,PF,7.0,0.0,12.7,0.6,2.7,0.211,0.3,1.7,0.167,0.3,1.0,0.286,0.263,0.3,0.9,0.333,0.9,1.7,2.6,1.0,0.6,0.3,0.0,0.7,1.7
Lindy Waters III,28.0,SAS,SG,9.0,0.0,3.8,0.7,1.4,0.462,0.3,0.9,0.375,0.3,0.6,0.6,0.577,0.0,0.0,,0.3,0.3,0.7,0.4,0.2,0.0,0.1,0.2,1.7
Keon Ellis,26.0,CLE,SG,12.0,0.0,7.4,0.4,1.3,0.333,0.4,1.2,0.357,0.0,0.1,0.0,0.5,0.3,0.4,0.8,0.3,0.9,1.2,0.3,0.6,0.1,0.5,0.8,1.6
Clint Capela,31.0,HOU,C,4.0,0.0,5.5,0.8,2.0,0.375,0.0,0.0,,0.8,2.0,0.375,0.375,0.0,0.0,,1.3,0.5,1.8,0.3,0.0,0.3,0.3,0.3,1.5
Bronny James,21.0,LAL,SG,8.0,0.0,5.3,0.6,1.3,0.5,0.3,0.8,0.333,0.4,0.5,0.75,0.6,0.0,0.0,,0.4,0.0,0.4,0.9,0.1,0.0,0.5,0.6,1.5
Max Shulga,23.0,BOS,SG,2.0,0.0,2.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
Adou Thiero,21.0,LAL,SF,6.0,0.0,5.7,0.5,1.0,0.5,0.0,0.3,0.0,0.5,0.7,0.75,0.5,0.5,1.0,0.5,0.8,1.2,2.0,0.2,0.0,0.0,0.7,0.8,1.5
Aaron Wiggins,27.0,OKC,SG,13.0,0.0,5.8,0.7,1.9,0.36,0.1,0.7,0.111,0.6,1.2,0.5,0.38,0.0,0.0,,0.1,0.3,0.4,0.4,0.1,0.1,0.3,0.3,1.5
Ron Holland,20.0,DET,SF,9.0,0.0,6.4,0.4,1.4,0.308,0.2,0.9,0.25,0.2,0.6,0.4,0.385,0.3,0.6,0.6,0.1,1.4,1.6,0.1,0.4,0.2,0.3,1.0,1.4
Jamaree Bouyea,26.0,PHO,PG,4.0,0.0,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0.3,0.0,0.0,0.0,1.3
Jonathan Mogbo,24.0,TOR,PF,3.0,0.0,1.3,0.7,0.7,1.0,0.0,0.0,,0.7,0.7,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3
Tolu Smith,25.0,DET,PF,3.0,0.0,2.3,0.7,0.7,1.0,0.0,0.0,,0.7,0.7,1.0,1.0,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.3,0.0,1.3
Nae'Qwan Tomlin,25.0,CLE,PF,7.0,0.0,2.7,0.6,0.9,0.667,0.0,0.0,,0.6,0.9,0.667,0.667,0.1,0.3,0.5,0.6,0.1,0.7,0.3,0.1,0.0,0.1,0.4,1.3
Mohamed Diawara,20.0,NYK,SF,6.0,0.0,7.2,0.5,2.2,0.231,0.2,1.0,0.167,0.3,1.2,0.286,0.269,0.0,0.0,,0.2,1.3,1.5,1.0,0.2,0.0,0.5,0.5,1.2
Kevin Huerter,27.0,DET,SG,5.0,0.0,9.2,0.4,1.4,0.286,0.4,1.0,0.4,0.0,0.4,0.0,0.429,0.0,0.0,,0.0,1.0,1.0,1.4,0.4,0.0,0.4,0.4,1.2
Julian Phillips,22.0,MIN,SF,5.0,0.0,5.0,0.4,1.2,0.333,0.4,0.8,0.5,0.0,0.4,0.0,0.5,0.0,0.0,,0.0,0.2,0.2,0.4,0.4,0.0,0.2,0.2,1.2
Dalano Banton,26.0,BOS,PG,2.0,0.0,2.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JD Davison,23.0,HOU,PG,2.0,0.0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Kris Murray,25.0,POR,SF,5.0,0.0,5.0,0.4,0.8,0.5,0.0,0.4,0.0,0.4,0.4,1.0,0.5,0.2,0.4,0.5,0.2,0.4,0.6,0.0,0.0,0.0,0.6,0.6,1.0
Asa Newell,20.0,ATL,PF,2.0,0.0,5.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0
Amari Williams,24.0,BOS,PF,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bismack Biyombo,33.0,SAS,C,9.0,0.0,2.8,0.3,0.8,0.429,0.0,0.0,,0.3,0.8,0.429,0.429,0.0,0.0,,0.1,0.2,0.3,0.0,0.0,0.2,0.2,0.4,0.7
Jevon Carter,30.0,ORL,PG,3.0,0.0,5.7,0.3,1.3,0.25,0.0,0.7,0.0,0.3,0.7,0.5,0.25,0.0,0.0,,0.3,0.3,0.7,0.7,0.3,0.0,0.0,0.0,0.7
Trayce Jackson-Davis,25.0,TOR,C,3.0,0.0,1.3,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.7,0.7,1.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.7,0.7
Chaz Lanier,24.0,DET,SG,3.0,0.0,2.7,0.3,1.0,0.333,0.0,0.3,0.0,0.3,0.7,0.5,0.333,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7
Mason Plumlee,35.0,SAS,C,6.0,0.0,3.0,0.3,0.5,0.667,0.0,0.0,,0.3,0.5,0.667,0.667,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.5,0.2,0.7,0.7
Jabari Walker,23.0,PHI,PF,6.0,0.0,4.8,0.2,1.7,0.1,0.0,0.8,0.0,0.2,0.8,0.2,0.1,0.3,0.3,1.0,0.3,0.7,1.0,0.0,0.0,0.0,0.2,0.5,0.7
Vít Krejčí,25.0,POR,PG,4.0,0.0,4.0,0.3,1.0,0.25,0.0,0.8,0.0,0.3,0.3,1.0,0.25,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.8,0.5
Jalen Pickett,26.0,DEN,SG,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
Tyrese Proctor,21.0,CLE,PG,4.0,0.0,3.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.3,0.3,0.5,0.0,0.0,0.5,0.3,0.5
Nikola Topić,20.0,OKC,PG,9.0,0.0,2.4,0.2,0.7,0.333,0.0,0.2,0.0,0.2,0.4,0.5,0.333,0.0,0.0,,0.0,0.2,0.2,0.3,0.2,0.0,0.2,0.1,0.4
Maxi Kleber,34.0,LAL,PF,3.0,0.0,4.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.3,0.7,0.5,0.7,0.0,0.7,1.0,0.3,0.0,0.7,0.7,0.3
Craig Porter Jr.,25.0,CLE,PG,7.0,0.0,3.0,0.1,0.4,0.333,0.0,0.1,0.0,0.1,0.3,0.5,0.333,0.0,0.0,,0.0,0.4,0.4,0.6,0.0,0.0,0.6,0.1,0.3
Blake Wesley,22.0,POR,SG,4.0,0.0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3
Amir Coffey,28.0,PHO,SG,4.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Gradey Dick,22.0,TOR,SG,3.0,0.0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Dunn,23.0,PHO,SF,4.0,0.0,8.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.8,0.5,0.0
Hugo González,19.0,BOS,SF,4.0,0.0,4.8,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.3,0.8,1.0,0.5,0.0,0.3,0.3,1.0,0.0
Jeff Green,39.0,HOU,PF,2.0,0.0,5.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
Yang Hansen,20.0,POR,C,4.0,0.0,1.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Haywood Highsmith,29.0,PHO,SF,2.0,0.0,5.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,1.0,0.0,0.0
DaRon Holmes,23.0,DEN,PF,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jett Howard,22.0,ORL,SF,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lowry,39.0,PHI,PG,2.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
Larry Nance Jr.,33.0,CLE,PF,2.0,0.0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Noah Penda,21.0,ORL,SF,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Temple,39.0,TOR,SG,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
